PATH_NAME,TYPE,ISGROUP,DRILLTYPE,hasEventID,KEY,TIMERANGE(optional),TEMPLATE_NAME_WITH_FILEPATH
EVENT_ANALYSIS,APN,false,null,false,SUM,_RAW,common/q_event_analysis_non_aggregation_summary.vm
EVENT_ANALYSIS,BSC,false,null,false,SUM,_RAW,common/q_event_analysis_non_aggregation_summary.vm
EVENT_ANALYSIS,SGSN,false,null,false,SUM,_RAW,common/q_event_analysis_non_aggregation_summary.vm
EVENT_ANALYSIS,CELL,false,null,false,SUM,_RAW,common/q_event_analysis_non_aggregation_summary.vm
EVENT_ANALYSIS,TAC,false,null,false,SUM,_RAW,common/q_event_analysis_non_aggregation_summary.vm
EVENT_ANALYSIS,IMSI,false,null,false,TOTAL,_RAW,common/q_event_analysis_details.vm
EVENT_ANALYSIS,MSISDN,false,null,false,TOTAL,_RAW,common/q_event_analysis_details.vm
EVENT_ANALYSIS,PTMSI,false,null,false,TOTAL,_RAW,common/q_event_analysis_details.vm
EVENT_ANALYSIS,MANUFACTURER,false,null,false,SUM,_RAW,common/q_event_analysis_manufacturer_non_aggregation_summary.vm
#########,,,,,,,
EVENT_ANALYSIS,APN,false,null,false,SUM,_1MIN,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,BSC,false,null,false,SUM,_1MIN,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,SGSN,false,null,false,SUM,_1MIN,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,CELL,false,null,false,SUM,_1MIN,common/q_event_analysis_non_aggregation_summary.vm
EVENT_ANALYSIS,TAC,false,null,false,SUM,_1MIN,common/q_event_analysis_non_aggregation_summary.vm
EVENT_ANALYSIS,IMSI,false,null,false,TOTAL,_1MIN,common/q_event_analysis_details.vm
EVENT_ANALYSIS,MSISDN,false,null,false,TOTAL,_1MIN,common/q_event_analysis_details.vm
EVENT_ANALYSIS,PTMSI,false,null,false,TOTAL,_1MIN,common/q_event_analysis_details.vm
EVENT_ANALYSIS,MANUFACTURER,false,null,false,SUM,_1MIN,common/q_event_analysis_manufacturer_non_aggregation_summary.vm
######,,,,,,,
EVENT_ANALYSIS,APN,false,null,false,SUM,_15MIN,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,BSC,false,null,false,SUM,_15MIN,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,SGSN,false,null,false,SUM,_15MIN,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,CELL,false,null,false,SUM,_15MIN,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,TAC,false,null,false,SUM,_15MIN,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,IMSI,false,null,false,TOTAL,_15MIN,common/q_event_analysis_details.vm
EVENT_ANALYSIS,MSISDN,false,null,false,TOTAL,_15MIN,common/q_event_analysis_details.vm
EVENT_ANALYSIS,PTMSI,false,null,false,TOTAL,_15MIN,common/q_event_analysis_details.vm
EVENT_ANALYSIS,MANUFACTURER,false,null,false,SUM,_15MIN,common/q_event_analysis_manufacturer_aggregation_summary.vm
###############,,,,,,,
EVENT_ANALYSIS,APN,false,null,false,SUM,_DAY,common/q_apn_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,BSC,false,null,false,SUM,_DAY,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,SGSN,false,null,false,SUM,_DAY,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,CELL,false,null,false,SUM,_DAY,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,TAC,false,null,false,SUM,_DAY,common/q_event_analysis_aggregation_summary.vm
EVENT_ANALYSIS,IMSI,false,null,false,TOTAL,_DAY,common/q_event_analysis_details.vm
EVENT_ANALYSIS,MSISDN,false,null,false,TOTAL,_DAY,common/q_event_analysis_details.vm
EVENT_ANALYSIS,PTMSI,false,null,false,TOTAL,_DAY,common/q_event_analysis_details.vm
EVENT_ANALYSIS,MANUFACTURER,false,null,false,SUM,_DAY,common/q_event_analysis_manufacturer_aggregation_summary.vm
#############,,,,,,,
EVENT_ANALYSIS,APN,false,null,true,ERR,_RAW,common/q_event_analysis_details.vm
EVENT_ANALYSIS,BSC,false,null,true,ERR,_RAW,common/q_event_analysis_details.vm
EVENT_ANALYSIS,SGSN,false,null,true,ERR,_RAW,common/q_event_analysis_details.vm
EVENT_ANALYSIS,CELL,false,null,true,ERR,_RAW,common/q_event_analysis_details.vm
EVENT_ANALYSIS,TAC,false,null,true,ERR,_RAW,common/q_event_analysis_details.vm
